chr_type,enhancer,gene,promoter_up,promoter_down,encode_no
chr10,chr10:5074800-5077000,ENSG00000151632,chr10:5028967-5029966,chr10:5060224-5061223,123
chr11,chr11:85376600-85378200,ENSG00000179071,chr11:85393893-85394892,chr11:85397321-85398320,123
chrX,chrX:23358200-23360600,ENSG00000165186,chrX:23351133-23352132,chrX:23422490-23423489,123
chr7,chr7:30595200-30597600,ENSG00000006625,chr7:30535237-30536236,chr7:30591096-30592095,123
chr5,chr5:147266400-147268400,ENSG00000178776,chr5:147259289-147260288,chr5:147286102-147287101,123
chr17,chr17:19044600-19046600,ENSG00000214844,chr17:19040448-19041447,chr17:19041896-19042895,123
chr20,chr20:31314600-31317000,ENSG00000149600,chr20:31289493-31290492,chr20:31331804-31332803,123
chr9,chr9:78494200-78496200,ENSG00000099139,chr9:78504560-78505559,chr9:78977256-78978255,123
chr12,chr12:56134800-56137200,ENSG00000135437,chr12:56113151-56114150,chr12:56118490-56119489,123
chr8,chr8:131459800-131462200,ENSG00000153317,chr8:131063353-131064352,chr8:131455907-131456906,123
chr16,chr16:84680000-84681600,ENSG00000103187,chr16:84598200-84599199,chr16:84651684-84652683,123
chr7,chr7:100036600-100038200,ENSG00000185955,chr7:100053238-100054237,chr7:100061895-100062894,123
chrX,chrX:114842400-114844400,ENSG00000102024,chrX:114794501-114795500,chrX:114885182-114886181,123
chr1,chr1:107651800-107654000,ENSG00000162631,chr1:107681629-107682628,chr1:108026081-108027080,123
chr1,chr1:156791400-156793600,ENSG00000027869,chr1:156775035-156776034,chr1:156786655-156787654,123
chr14,chr14:23540800-23542800,ENSG00000222028,chr14:23510376-23511375,chr14:23513270-23514269,123
chr4,chr4:138479400-138481200,ENSG00000189184,chr4:138439072-138440071,chr4:138453649-138454648,123
chr9,chr9:95273800-95276200,ENSG00000106823,chr9:95255365-95256364,chr9:95298938-95299937,123
chr14,chr14:23797000-23798200,ENSG00000129473,chr14:23766999-23767998,chr14:23780969-23781968,123
chr1,chr1:1311200-1313400,ENSG00000162576,chr1:1287069-1288068,chr1:1297158-1298157,123
chr11,chr11:114308400-114310200,ENSG00000076053,chr11:114269752-114270751,chr11:114284926-114285925,123
chr12,chr12:25167200-25168800,ENSG00000226397,chr12:25145358-25146357,chr12:25150454-25151453,123
chr19,chr19:49545200-49546000,ENSG00000104818,chr19:49534169-49535168,chr19:49536496-49537495,123
chr17,chr17:27056000-27058000,ENSG00000109113,chr17:27040299-27041298,chr17:27045448-27046447,123
chr1,chr1:205177400-205179800,ENSG00000133069,chr1:205196304-205197303,chr1:205242472-205243471,123
chr11,chr11:119047800-119050000,ENSG00000160703,chr11:119036277-119037276,chr11:119054726-119055725,123
chr1,chr1:68908400-68909600,ENSG00000116745,chr1:68893505-68894504,chr1:68915643-68916642,123
chr17,chr17:70092800-70094200,ENSG00000125398,chr17:70116161-70117160,chr17:70122562-70123561,123
chr6,chr6:50782600-50784200,ENSG00000008196,chr6:50785436-50786435,chr6:50815327-50816326,123
chr11,chr11:62461600-62463400,ENSG00000177363,chr11:62452874-62453873,chr11:62457372-62458371,123
chr17,chr17:46049000-46051400,ENSG00000108465,chr17:46044176-46045175,chr17:46059141-46060140,123
chr6,chr6:26435400-26437600,ENSG00000112763,chr6:26457150-26458149,chr6:26476850-26477849,123
chr8,chr8:79419800-79422200,ENSG00000171033,chr8:79427374-79428373,chr8:79517503-79518502,123
chr10,chr10:103891000-103892400,ENSG00000166197,chr10:103910933-103911932,chr10:103923628-103924627,123
chr19,chr19:11642200-11644000,ENSG00000130176,chr19:11648532-11649531,chr19:11661139-11662138,123
chr11,chr11:114286000-114288200,ENSG00000076053,chr11:114269752-114270751,chr11:114284926-114285925,123
chrX,chrX:136652600-136652800,ENSG00000156925,chrX:136647301-136648300,chrX:136659851-136660850,123
chr16,chr16:28524000-28526000,ENSG00000176046,chr16:28547606-28548605,chr16:28550496-28551495,123
chr1,chr1:202780400-202782600,ENSG00000184774,chr1:202788394-202789393,chr1:202796354-202797353,123
chr1,chr1:151162800-151163800,ENSG00000163159,chr1:151141463-151142462,chr1:151167798-151168797,123
chr14,chr14:63689600-63691800,ENSG00000126785,chr14:63669832-63670831,chr14:63759938-63760937,123
chr2,chr2:218903000-218905200,ENSG00000079308,chr2:218663512-218664511,chr2:218867719-218868718,123
chr11,chr11:74814200-74815600,ENSG00000137491,chr11:74810608-74811607,chr11:74917595-74918594,123
chr11,chr11:117048200-117050000,ENSG00000149591,chr11:117069037-117070036,chr11:117075499-117076498,123
chr19,chr19:36237000-36239400,ENSG00000167595,chr19:36248044-36249043,chr19:36261931-36262930,123
chr12,chr12:53250800-53251600,ENSG00000170423,chr12:53230588-53231587,chr12:53242877-53243876,123
chr10,chr10:45503000-45504600,ENSG00000165507,chr10:45465429-45466428,chr10:45474259-45475258,123
chr8,chr8:22120400-22121600,ENSG00000197181,chr8:22131810-22132809,chr8:22215077-22216076,123
chr2,chr2:191879000-191881400,ENSG00000115415,chr2:191828084-191829083,chr2:191885687-191886686,123
chr1,chr1:156791400-156793600,ENSG00000198400,chr1:156784432-156785431,chr1:156851643-156852642,123
chr8,chr8:82450800-82453200,ENSG00000197416,chr8:82436216-82437215,chr8:82443614-82444613,123
chr11,chr11:3093600-3095000,ENSG00000110619,chr11:3021152-3022151,chr11:3078844-3079843,123
chr11,chr11:62446800-62449200,ENSG00000177363,chr11:62452874-62453873,chr11:62457372-62458371,123
chr11,chr11:126887000-126889400,ENSG00000149571,chr11:126292254-126293253,chr11:126873356-126874355,123
chr2,chr2:134310400-134312000,ENSG00000176771,chr2:133428374-133429373,chr2:134326035-134327034,123
chr7,chr7:99679400-99681800,ENSG00000166508,chr7:99689351-99690350,chr7:99699564-99700563,123
chr1,chr1:40764800-40766600,ENSG00000188800,chr1:40710619-40711618,chr1:40717364-40718363,123
chr10,chr10:103887000-103888600,ENSG00000166197,chr10:103910933-103911932,chr10:103923628-103924627,123
chr1,chr1:9326000-9327800,ENSG00000171621,chr1:9351939-9352938,chr1:9429592-9430591,123
chr12,chr12:125424400-125426800,ENSG00000150991,chr12:125395150-125396149,chr12:125401915-125402914,123
chr22,chr22:46730200-46731200,ENSG00000100416,chr22:46725772-46726771,chr22:46753238-46754237,123
chr7,chr7:75495000-75497000,ENSG00000005486,chr7:75470920-75471919,chr7:75518245-75519244,123
chr17,chr17:32553000-32553800,ENSG00000108691,chr17:32581304-32582303,chr17:32584223-32585222,123
chrX,chrX:23824400-23826800,ENSG00000130066,chrX:23800290-23801289,chrX:23804344-23805343,123
chr19,chr19:11656000-11658000,ENSG00000130176,chr19:11648532-11649531,chr19:11661139-11662138,123
chr11,chr11:110143600-110144400,ENSG00000137710,chr11:110044605-110045604,chr11:110167448-110168447,123
chr1,chr1:33187000-33188800,ENSG00000162520,chr1:33144507-33145506,chr1:33169198-33170197,123
chr11,chr11:5382600-5384200,ENSG00000176239,chr11:5371738-5372737,chr11:5373677-5374676,123
chr16,chr16:66584200-66586200,ENSG00000089505,chr16:66599294-66600293,chr16:66613041-66614040,123
chr11,chr11:112155400-112157600,ENSG00000188771,chr11:112117876-112118875,chr11:112131584-112132583,123
chr3,chr3:135928600-135929400,ENSG00000174579,chr3:135866764-135867763,chr3:135916084-135917083,123
chr11,chr11:8980400-8982400,ENSG00000176029,chr11:8940623-8941622,chr11:8954554-8955553,123
chr9,chr9:132869000-132871200,ENSG00000196979,chr9:132901889-132902888,chr9:132906499-132907498,123
chr9,chr9:123975000-123976600,ENSG00000119396,chr9:123939415-123940414,chr9:123985293-123986292,123
chr1,chr1:38453200-38455000,ENSG00000183520,chr1:38473930-38474929,chr1:38490497-38491496,123
chr8,chr8:22003600-22006000,ENSG00000168484,chr8:22013426-22014425,chr8:22021993-22022992,123
chr15,chr15:45904400-45905800,ENSG00000137767,chr15:45922346-45923345,chr15:45983493-45984492,123
chr19,chr19:12855200-12857600,ENSG00000039987,chr19:12861516-12862515,chr19:12869273-12870272,123
chr3,chr3:37250800-37253200,ENSG00000093167,chr3:37093117-37094116,chr3:37225181-37226180,123
chr19,chr19:56027800-56029800,ENSG00000179954,chr19:55998771-55999770,chr19:56030466-56031465,123
chr10,chr10:18272200-18274000,ENSG00000148482,chr10:18239768-18240767,chr10:18332222-18333221,123
chr11,chr11:130282800-130285200,ENSG00000166106,chr11:130317869-130318868,chr11:130346533-130347532,123
chr1,chr1:45346200-45348200,ENSG00000188396,chr1:45270585-45271584,chr1:45272958-45273957,123
chr14,chr14:37608200-37609800,ENSG00000183032,chr14:37146636-37147635,chr14:37642072-37643071,123
chr10,chr10:102666800-102668600,ENSG00000119906,chr10:102671326-102672325,chr10:102724894-102725893,123
chr17,chr17:39526600-39527800,ENSG00000131737,chr17:39532902-39533901,chr17:39538656-39539655,124
chr16,chr16:67532400-67533600,ENSG00000039523,chr16:67551321-67552320,chr16:67580692-67581691,124
chr1,chr1:2100400-2102600,ENSG00000203301,chr1:2142360-2143359,chr1:2145621-2146620,124
chr3,chr3:120042600-120044400,ENSG00000163428,chr3:120042356-120043355,chr3:120068187-120069186,124
chr12,chr12:25777800-25778800,ENSG00000152936,chr12:25561241-25562240,chr12:25801514-25802513,124
chr15,chr15:74194600-74195800,ENSG00000167139,chr15:74164949-74165948,chr15:74181556-74182555,124
chr9,chr9:72890200-72892000,ENSG00000198887,chr9:72872937-72873936,chr9:72969805-72970804,124
chrX,chrX:106201000-106201800,ENSG00000133131,chrX:106056101-106057100,chrX:106243475-106244474,124
chrX,chrX:9139400-9140400,ENSG00000177138,chrX:8991273-8992272,chrX:9132681-9133680,124
chr11,chr11:102579600-102582000,ENSG00000118113,chr11:102581526-102582525,chr11:102597782-102598781,124
chr3,chr3:194067000-194068600,ENSG00000172061,chr3:194074976-194075975,chr3:194090473-194091472,124
chr1,chr1:150745800-150747400,ENSG00000143387,chr1:150767684-150768683,chr1:150780800-150781799,124
chr3,chr3:37250800-37253200,ENSG00000093167,chr3:37093117-37094116,chr3:37225181-37226180,124
chr4,chr4:141198000-141199400,ENSG00000153130,chr4:141177440-141178439,chr4:141306881-141307880,124
chr4,chr4:157568200-157568800,ENSG00000251283,chr4:157554646-157555645,chr4:157563607-157564606,124
chr20,chr20:3775000-3776400,ENSG00000101224,chr20:3766578-3767577,chr20:3786763-3787762,124
chr4,chr4:166266400-166268000,ENSG00000109472,chr4:166281346-166282345,chr4:166419473-166420472,124
chr8,chr8:120033600-120034400,ENSG00000184374,chr8:120006691-120007690,chr8:120118822-120119821,124
chr3,chr3:37208000-37208200,ENSG00000093167,chr3:37093117-37094116,chr3:37225181-37226180,124
chr11,chr11:26222400-26223600,ENSG00000134343,chr11:26209829-26210828,chr11:26684836-26685835,124
chr9,chr9:72911800-72913800,ENSG00000198887,chr9:72872937-72873936,chr9:72969805-72970804,124
chr3,chr3:66165400-66166800,ENSG00000144741,chr3:66118285-66119284,chr3:66438541-66439540,124
chr6,chr6:31940600-31943000,ENSG00000244731,chr6:31948801-31949800,chr6:31970459-31971458,124
chr10,chr10:99352600-99353800,ENSG00000155252,chr10:99343131-99344130,chr10:99436192-99437191,124
chr10,chr10:99352600-99353800,ENSG00000249967,chr10:99343131-99344130,chr10:99433668-99434667,124
chr4,chr4:102236200-102236600,ENSG00000138814,chr4:101943566-101944565,chr4:102269436-102270435,124
chr2,chr2:219702800-219705200,ENSG00000115592,chr2:219686106-219687105,chr2:219696810-219697809,124
chr12,chr12:15021400-15023000,ENSG00000111341,chr12:15033115-15034114,chr12:15038861-15039860,124
chr3,chr3:187031800-187032600,ENSG00000127241,chr3:186934942-186935941,chr3:187009811-187010810,124
chr1,chr1:114470200-114471400,ENSG00000116774,chr1:114521063-114522062,chr1:114524877-114525876,124
chr10,chr10:99352600-99353800,ENSG00000241935,chr10:99343080-99344079,chr10:99372560-99373559,124
chr4,chr4:159242800-159244400,ENSG00000171509,chr4:159235463-159236462,chr4:159574525-159575524,124
chr12,chr12:64074200-64075200,ENSG00000177990,chr12:63951693-63952692,chr12:64062720-64063719,124
chr17,chr17:41646800-41648400,ENSG00000175832,chr17:41604212-41605211,chr17:41656989-41657988,124
chr22,chr22:44293200-44294800,ENSG00000100341,chr22:44274558-44275557,chr22:44287894-44288893,124
chr5,chr5:138240600-138242200,ENSG00000146006,chr5:138203612-138204611,chr5:138211058-138212057,124
chr3,chr3:74538200-74539200,ENSG00000113805,chr3:74310719-74311718,chr3:74570292-74571291,124
chr17,chr17:41664800-41666800,ENSG00000175832,chr17:41604212-41605211,chr17:41656989-41657988,124
chr12,chr12:64052400-64052800,ENSG00000177990,chr12:63951693-63952692,chr12:64062720-64063719,124
chr3,chr3:149658600-149660600,ENSG00000206199,chr3:149477892-149478891,chr3:149686173-149687172,124
chr3,chr3:149467600-149469800,ENSG00000018408,chr3:149234022-149235021,chr3:149454502-149455501,124
chr3,chr3:37243200-37244800,ENSG00000093167,chr3:37093117-37094116,chr3:37225181-37226180,124
chr4,chr4:157552600-157553000,ENSG00000251283,chr4:157554646-157555645,chr4:157563607-157564606,124
chr13,chr13:41762600-41763400,ENSG00000120696,chr13:41762969-41763968,chr13:41768703-41769702,124
chrX,chrX:15394400-15396000,ENSG00000165197,chrX:15362713-15363712,chrX:15402499-15403498,124
chr1,chr1:6614800-6616000,ENSG00000171680,chr1:6525152-6526151,chr1:6580122-6581121,124
chr2,chr2:28134200-28136000,ENSG00000158019,chr2:28111808-28112807,chr2:28561769-28562768,124
chr7,chr7:56143800-56145000,ENSG00000164776,chr7:56147440-56148439,chr7:56160690-56161689,124
chr2,chr2:110420400-110422200,ENSG00000198142,chr2:110370911-110371910,chr2:110376564-110377563,124
chr7,chr7:56143800-56145000,ENSG00000129103,chr7:56130695-56131694,chr7:56148364-56149363,124
chr8,chr8:42380000-42382200,ENSG00000168575,chr8:42272993-42273992,chr8:42397070-42398069,124
chr3,chr3:132400800-132402000,ENSG00000081307,chr3:132372290-132373289,chr3:132396942-132397941,124
chr16,chr16:19079800-19082000,ENSG00000205730,chr16:19124254-19125253,chr16:19132947-19133946,124
chr7,chr7:56133000-56135400,ENSG00000164776,chr7:56147440-56148439,chr7:56160690-56161689,124
chr11,chr11:34070400-34072600,ENSG00000135372,chr11:34126149-34127148,chr11:34169218-34170217,124
chr3,chr3:37198200-37199400,ENSG00000093167,chr3:37093117-37094116,chr3:37225181-37226180,124
chr10,chr10:103945600-103946600,ENSG00000166197,chr10:103910933-103911932,chr10:103923628-103924627,124
chrX,chrX:100445400-100446600,ENSG00000102385,chrX:100473758-100474757,chrX:100519487-100520486,124
chr15,chr15:96843200-96844800,ENSG00000185551,chr15:96868167-96869166,chr15:96883493-96884492,124
chr8,chr8:119986600-119988200,ENSG00000184374,chr8:120006691-120007690,chr8:120118822-120119821,124
chr4,chr4:40351000-40352800,ENSG00000174343,chr4:40336346-40337345,chr4:40357235-40358234,124
chr11,chr11:124171200-124173400,ENSG00000196341,chr11:124178708-124179707,chr11:124180734-124181733,124
chr12,chr12:21580400-21582000,ENSG00000121350,chr12:21589549-21590548,chr12:21623301-21624300,124
chr1,chr1:17274200-17276400,ENSG00000117122,chr1:17299997-17300996,chr1:17307331-17308330,124
chr7,chr7:48112600-48114600,ENSG00000183696,chr7:48127225-48128224,chr7:48148331-48149330,124
chr8,chr8:48636200-48637600,ENSG00000221869,chr8:48648471-48649470,chr8:48651649-48652648,124
chr5,chr5:148199800-148202000,ENSG00000169252,chr5:148205156-148206155,chr5:148208197-148209196,124
chr8,chr8:97495800-97498000,ENSG00000169439,chr8:97504579-97505578,chr8:97624001-97625000,124
chr5,chr5:38621600-38623600,ENSG00000113594,chr5:38474065-38475064,chr5:38608457-38609456,124
chr3,chr3:99932400-99934600,ENSG00000235156,chr3:99903531-99904530,chr3:99913036-99914035,124
chr11,chr11:26199000-26199400,ENSG00000134343,chr11:26209829-26210828,chr11:26684836-26685835,124
chr15,chr15:64386600-64388000,ENSG00000035664,chr15:64198235-64199234,chr15:64364233-64365232,124
chr19,chr19:43569600-43570200,ENSG00000242221,chr19:43567363-43568362,chr19:43587198-43588197,124
chr17,chr17:46049000-46051400,ENSG00000108465,chr17:46044176-46045175,chr17:46059141-46060140,124
chr6,chr6:13907800-13910200,ENSG00000180537,chr6:13923677-13924676,chr6:13980534-13981533,124
chr11,chr11:26199600-26200600,ENSG00000134343,chr11:26209829-26210828,chr11:26684836-26685835,124
chr3,chr3:40535200-40537000,ENSG00000177842,chr3:40546483-40547482,chr3:40560228-40561227,124
chr3,chr3:135928600-135929400,ENSG00000174579,chr3:135866764-135867763,chr3:135916084-135917083,124
chr20,chr20:52186200-52188000,ENSG00000171940,chr20:52182604-52183603,chr20:52226447-52227446,124
chr1,chr1:150792000-150794200,ENSG00000143387,chr1:150767684-150768683,chr1:150780800-150781799,124
chr11,chr11:114286000-114288200,ENSG00000076053,chr11:114269752-114270751,chr11:114284926-114285925,124
chr11,chr11:107623400-107624600,ENSG00000214306,chr11:107642129-107643128,chr11:107647345-107648344,124
chr19,chr19:47755200-47757600,ENSG00000105327,chr19:47723081-47724080,chr19:47736024-47737023,124
chr16,chr16:84680000-84681600,ENSG00000103187,chr16:84598200-84599199,chr16:84651684-84652683,124
chr20,chr20:17513600-17515600,ENSG00000125868,chr20:17549508-17550507,chr20:17590565-17591564,124
chr10,chr10:103887000-103888600,ENSG00000166197,chr10:103910933-103911932,chr10:103923628-103924627,124
chr11,chr11:114308400-114310200,ENSG00000076053,chr11:114269752-114270751,chr11:114284926-114285925,124
chr14,chr14:31903600-31905400,ENSG00000129493,chr14:31759994-31760993,chr14:31889789-31890788,124
chr15,chr15:49898800-49900200,ENSG00000166262,chr15:49618159-49619158,chr15:49913129-49914128,124
chr1,chr1:77667800-77669200,ENSG00000142892,chr1:77553675-77554674,chr1:77685116-77686115,124
chr8,chr8:99430600-99431400,ENSG00000156486,chr8:99438250-99439249,chr8:99445077-99446076,124
chr3,chr3:156893600-156895800,ENSG00000163660,chr3:156863297-156864296,chr3:156878550-156879549,124
chr15,chr15:66865400-66867800,ENSG00000188501,chr15:66838517-66839516,chr15:66858318-66859317,124
chr19,chr19:57759800-57761000,ENSG00000197714,chr19:57790419-57791418,chr19:57804938-57805937,124
chr1,chr1:177973600-177975200,ENSG00000120341,chr1:177892091-177893090,chr1:177953439-177954438,124
chr13,chr13:41789800-41792200,ENSG00000120696,chr13:41762969-41763968,chr13:41768703-41769702,124
chr9,chr9:120476000-120478400,ENSG00000136869,chr9:120465610-120466609,chr9:120479150-120480149,124
chr1,chr1:33190000-33192000,ENSG00000162520,chr1:33144507-33145506,chr1:33169198-33170197,124
chr1,chr1:201938800-201940400,ENSG00000134375,chr1:201923619-201924618,chr1:201939790-201940789,124
